class_name,threshold,selected,true_positive,false_positive,precision,recall
helmet,0.6903,44,41,3,0.9318181818181818,0.640625
helmet,0.6973,43,40,3,0.9302325581395349,0.625
helmet,0.7042,42,39,3,0.9285714285714286,0.609375
helmet,0.7112,41,38,3,0.926829268292683,0.59375
helmet,0.7182,40,38,2,0.95,0.59375
helmet,0.7252,39,37,2,0.9487179487179487,0.578125
helmet,0.7321,38,36,2,0.9473684210526315,0.5625
helmet,0.7391,37,35,2,0.9459459459459459,0.546875
helmet,0.7461,36,34,2,0.9444444444444444,0.53125
helmet,0.753,35,34,1,0.9714285714285714,0.53125
helmet,0.76,34,33,1,0.9705882352941176,0.515625
helmet,0.767,33,32,1,0.9696969696969697,0.5
helmet,0.7739,32,31,1,0.96875,0.484375
helmet,0.7809,31,30,1,0.967741935483871,0.46875
helmet,0.7879,30,30,0,1.0,0.46875
helmet,0.7948,29,29,0,1.0,0.453125
helmet,0.8018,28,28,0,1.0,0.4375
helmet,0.8088,27,27,0,1.0,0.421875
helmet,0.8158,26,26,0,1.0,0.40625
helmet,0.8227,25,25,0,1.0,0.390625
helmet,0.8297,24,24,0,1.0,0.375
helmet,0.8367,23,23,0,1.0,0.359375
helmet,0.8436,22,22,0,1.0,0.34375
helmet,0.8506,21,21,0,1.0,0.328125
helmet,0.8576,20,20,0,1.0,0.3125
helmet,0.8645,19,19,0,1.0,0.296875
helmet,0.8715,18,18,0,1.0,0.28125
helmet,0.8785,17,17,0,1.0,0.265625
helmet,0.8855,16,16,0,1.0,0.25
helmet,0.8924,15,15,0,1.0,0.234375
helmet,0.8994,14,14,0,1.0,0.21875
helmet,0.9064,13,13,0,1.0,0.203125
helmet,0.9133,12,12,0,1.0,0.1875
helmet,0.9203,11,11,0,1.0,0.171875
helmet,0.9273,10,10,0,1.0,0.15625
helmet,0.9342,9,9,0,1.0,0.140625
helmet,0.9412,8,8,0,1.0,0.125
helmet,0.9482,7,7,0,1.0,0.109375
helmet,0.9552,6,6,0,1.0,0.09375
helmet,0.9621,5,5,0,1.0,0.078125
helmet,0.9691,4,4,0,1.0,0.0625
helmet,0.9761,3,3,0,1.0,0.046875
helmet,0.983,2,2,0,1.0,0.03125
helmet,0.99,1,1,0,1.0,0.015625
person,0.3,100,67,33,0.67,1.0
person,0.307,99,66,33,0.6666666666666666,0.9850746268656716
person,0.3139,98,66,32,0.673469387755102,0.9850746268656716
person,0.3209,97,66,31,0.6804123711340206,0.9850746268656716
person,0.3279,96,66,30,0.6875,0.9850746268656716
person,0.3348,95,66,29,0.6947368421052632,0.9850746268656716
person,0.3418,94,66,28,0.7021276595744681,0.9850746268656716
person,0.3488,93,66,27,0.7096774193548387,0.9850746268656716
person,0.3558,92,66,26,0.717391304347826,0.9850746268656716
person,0.3627,91,65,26,0.7142857142857143,0.9701492537313433
person,0.3697,90,65,25,0.7222222222222222,0.9701492537313433
person,0.3767,89,65,24,0.7303370786516854,0.9701492537313433
person,0.3836,88,65,23,0.7386363636363636,0.9701492537313433
person,0.3906,87,65,22,0.7471264367816092,0.9701492537313433
person,0.3976,86,65,21,0.7558139534883721,0.9701492537313433
person,0.4045,85,65,20,0.7647058823529411,0.9701492537313433
person,0.4115,84,65,19,0.7738095238095238,0.9701492537313433
person,0.4185,83,64,19,0.7710843373493976,0.9552238805970149
person,0.4255,82,64,18,0.7804878048780488,0.9552238805970149
person,0.4324,81,64,17,0.7901234567901234,0.9552238805970149
person,0.4394,80,64,16,0.8,0.9552238805970149
person,0.4464,79,64,15,0.810126582278481,0.9552238805970149
person,0.4533,78,64,14,0.8205128205128205,0.9552238805970149
person,0.4603,77,64,13,0.8311688311688312,0.9552238805970149
person,0.4673,76,64,12,0.8421052631578947,0.9552238805970149
person,0.4742,75,63,12,0.84,0.9402985074626866
person,0.4812,74,63,11,0.8513513513513513,0.9402985074626866
person,0.4882,73,63,10,0.863013698630137,0.9402985074626866
person,0.4952,72,63,9,0.875,0.9402985074626866
person,0.5021,71,63,8,0.8873239436619719,0.9402985074626866
person,0.5091,70,62,8,0.8857142857142857,0.9253731343283582
person,0.5161,69,62,7,0.8985507246376812,0.9253731343283582
person,0.523,68,61,7,0.8970588235294118,0.9104477611940298
person,0.53,67,60,7,0.8955223880597015,0.8955223880597015
person,0.537,66,59,7,0.8939393939393939,0.8805970149253731
person,0.5439,65,58,7,0.8923076923076924,0.8656716417910447
person,0.5509,64,58,6,0.90625,0.8656716417910447
person,0.5579,63,57,6,0.9047619047619048,0.8507462686567164
person,0.5648,62,56,6,0.9032258064516129,0.835820895522388
person,0.5718,61,55,6,0.9016393442622951,0.8208955223880597
person,0.5788,60,54,6,0.9,0.8059701492537313
person,0.5858,59,54,5,0.9152542372881356,0.8059701492537313
person,0.5927,58,53,5,0.9137931034482759,0.7910447761194029
person,0.5997,57,52,5,0.9122807017543859,0.7761194029850746
person,0.6067,56,51,5,0.9107142857142857,0.7611940298507462
person,0.6136,55,50,5,0.9090909090909091,0.746268656716418
person,0.6206,54,50,4,0.9259259259259259,0.746268656716418
person,0.6276,53,49,4,0.9245283018867925,0.7313432835820896
person,0.6345,52,48,4,0.9230769230769231,0.7164179104477612
person,0.6415,51,47,4,0.9215686274509803,0.7014925373134329
person,0.6485,50,46,4,0.92,0.6865671641791045
person,0.6555,49,46,3,0.9387755102040817,0.6865671641791045
person,0.6624,48,45,3,0.9375,0.6716417910447762
person,0.6694,47,44,3,0.9361702127659575,0.6567164179104478
person,0.6764,46,43,3,0.9347826086956522,0.6417910447761194
person,0.6833,45,42,3,0.9333333333333333,0.6268656716417911
person,0.6903,44,42,2,0.9545454545454546,0.6268656716417911
person,0.6973,43,41,2,0.9534883720930233,0.6119402985074627
person,0.7042,42,40,2,0.9523809523809523,0.5970149253731343
person,0.7112,41,39,2,0.9512195121951219,0.582089552238806
person,0.7182,40,38,2,0.95,0.5671641791044776
person,0.7252,39,38,1,0.9743589743589743,0.5671641791044776
person,0.7321,38,37,1,0.9736842105263158,0.5522388059701493
person,0.7391,37,36,1,0.972972972972973,0.5373134328358209
person,0.7461,36,35,1,0.9722222222222222,0.5223880597014925
person,0.753,35,34,1,0.9714285714285714,0.5074626865671642
person,0.76,34,34,0,1.0,0.5074626865671642
person,0.767,33,33,0,1.0,0.4925373134328358
person,0.7739,32,32,0,1.0,0.47761194029850745
person,0.7809,31,31,0,1.0,0.4626865671641791
person,0.7879,30,30,0,1.0,0.44776119402985076
person,0.7948,29,29,0,1.0,0.43283582089552236
person,0.8018,28,28,0,1.0,0.417910447761194
person,0.8088,27,27,0,1.0,0.40298507462686567
person,0.8158,26,26,0,1.0,0.3880597014925373
person,0.8227,25,25,0,1.0,0.373134328358209
person,0.8297,24,24,0,1.0,0.3582089552238806
person,0.8367,23,23,0,1.0,0.34328358208955223
person,0.8436,22,22,0,1.0,0.3283582089552239
person,0.8506,21,21,0,1.0,0.31343283582089554
person,0.8576,20,20,0,1.0,0.29850746268656714
person,0.8645,19,19,0,1.0,0.2835820895522388
person,0.8715,18,18,0,1.0,0.26865671641791045
person,0.8785,17,17,0,1.0,0.2537313432835821
person,0.8855,16,16,0,1.0,0.23880597014925373
person,0.8924,15,15,0,1.0,0.22388059701492538
person,0.8994,14,14,0,1.0,0.208955223880597
person,0.9064,13,13,0,1.0,0.19402985074626866
person,0.9133,12,12,0,1.0,0.1791044776119403
person,0.9203,11,11,0,1.0,0.16417910447761194
person,0.9273,10,10,0,1.0,0.14925373134328357
person,0.9342,9,9,0,1.0,0.13432835820895522
person,0.9412,8,8,0,1.0,0.11940298507462686
person,0.9482,7,7,0,1.0,0.1044776119402985
person,0.9552,6,6,0,1.0,0.08955223880597014
person,0.9621,5,5,0,1.0,0.07462686567164178
person,0.9691,4,4,0,1.0,0.05970149253731343
person,0.9761,3,3,0,1.0,0.04477611940298507
person,0.983,2,2,0,1.0,0.029850746268656716
person,0.99,1,1,0,1.0,0.014925373134328358
slipper,0.3,100,58,42,0.58,1.0
slipper,0.307,99,57,42,0.5757575757575758,0.9827586206896551
slipper,0.3139,98,57,41,0.5816326530612245,0.9827586206896551
slipper,0.3209,97,57,40,0.5876288659793815,0.9827586206896551
slipper,0.3279,96,57,39,0.59375,0.9827586206896551
slipper,0.3348,95,57,38,0.6,0.9827586206896551
slipper,0.3418,94,57,37,0.6063829787234043,0.9827586206896551
slipper,0.3488,93,57,36,0.6129032258064516,0.9827586206896551
slipper,0.3558,92,57,35,0.6195652173913043,0.9827586206896551
slipper,0.3627,91,56,35,0.6153846153846154,0.9655172413793104
slipper,0.3697,90,56,34,0.6222222222222222,0.9655172413793104
slipper,0.3767,89,56,33,0.6292134831460674,0.9655172413793104
slipper,0.3836,88,56,32,0.6363636363636364,0.9655172413793104
slipper,0.3906,87,56,31,0.6436781609195402,0.9655172413793104
slipper,0.3976,86,56,30,0.6511627906976745,0.9655172413793104
slipper,0.4045,85,56,29,0.6588235294117647,0.9655172413793104
slipper,0.4115,84,56,28,0.6666666666666666,0.9655172413793104
slipper,0.4185,83,55,28,0.6626506024096386,0.9482758620689655
slipper,0.4255,82,55,27,0.6707317073170732,0.9482758620689655
slipper,0.4324,81,55,26,0.6790123456790124,0.9482758620689655
slipper,0.4394,80,55,25,0.6875,0.9482758620689655
slipper,0.4464,79,55,24,0.6962025316455697,0.9482758620689655
slipper,0.4533,78,55,23,0.7051282051282052,0.9482758620689655
slipper,0.4603,77,55,22,0.7142857142857143,0.9482758620689655
slipper,0.4673,76,55,21,0.7236842105263158,0.9482758620689655
slipper,0.4742,75,54,21,0.72,0.9310344827586207
slipper,0.4812,74,54,20,0.7297297297297297,0.9310344827586207
slipper,0.4882,73,54,19,0.7397260273972602,0.9310344827586207
slipper,0.4952,72,54,18,0.75,0.9310344827586207
slipper,0.5021,71,54,17,0.7605633802816901,0.9310344827586207
slipper,0.5091,70,54,16,0.7714285714285715,0.9310344827586207
slipper,0.5161,69,53,16,0.7681159420289855,0.9137931034482759
slipper,0.523,68,52,16,0.7647058823529411,0.896551724137931
slipper,0.53,67,52,15,0.7761194029850746,0.896551724137931
slipper,0.537,66,51,15,0.7727272727272727,0.8793103448275862
slipper,0.5439,65,50,15,0.7692307692307693,0.8620689655172413
slipper,0.5509,64,50,14,0.78125,0.8620689655172413
slipper,0.5579,63,49,14,0.7777777777777778,0.8448275862068966
slipper,0.5648,62,48,14,0.7741935483870968,0.8275862068965517
slipper,0.5718,61,48,13,0.7868852459016393,0.8275862068965517
slipper,0.5788,60,47,13,0.7833333333333333,0.8103448275862069
slipper,0.5858,59,46,13,0.7796610169491526,0.7931034482758621
slipper,0.5927,58,46,12,0.7931034482758621,0.7931034482758621
slipper,0.5997,57,45,12,0.7894736842105263,0.7758620689655172
slipper,0.6067,56,44,12,0.7857142857142857,0.7586206896551724
slipper,0.6136,55,44,11,0.8,0.7586206896551724
slipper,0.6206,54,43,11,0.7962962962962963,0.7413793103448276
slipper,0.6276,53,42,11,0.7924528301886793,0.7241379310344828
slipper,0.6345,52,42,10,0.8076923076923077,0.7241379310344828
slipper,0.6415,51,41,10,0.803921568627451,0.7068965517241379
slipper,0.6485,50,40,10,0.8,0.6896551724137931
slipper,0.6555,49,40,9,0.8163265306122449,0.6896551724137931
slipper,0.6624,48,39,9,0.8125,0.6724137931034483
slipper,0.6694,47,38,9,0.8085106382978723,0.6551724137931034
slipper,0.6764,46,38,8,0.8260869565217391,0.6551724137931034
slipper,0.6833,45,37,8,0.8222222222222222,0.6379310344827587
slipper,0.6903,44,36,8,0.8181818181818182,0.6206896551724138
slipper,0.6973,43,36,7,0.8372093023255814,0.6206896551724138
slipper,0.7042,42,35,7,0.8333333333333334,0.603448275862069
slipper,0.7112,41,34,7,0.8292682926829268,0.5862068965517241
slipper,0.7182,40,34,6,0.85,0.5862068965517241
slipper,0.7252,39,33,6,0.8461538461538461,0.5689655172413793
slipper,0.7321,38,32,6,0.8421052631578947,0.5517241379310345
slipper,0.7391,37,32,5,0.8648648648648649,0.5517241379310345
slipper,0.7461,36,31,5,0.8611111111111112,0.5344827586206896
slipper,0.753,35,30,5,0.8571428571428571,0.5172413793103449
slipper,0.76,34,30,4,0.8823529411764706,0.5172413793103449
slipper,0.767,33,29,4,0.8787878787878788,0.5
slipper,0.7739,32,28,4,0.875,0.4827586206896552
slipper,0.7809,31,28,3,0.9032258064516129,0.4827586206896552
slipper,0.7879,30,27,3,0.9,0.46551724137931033
slipper,0.7948,29,26,3,0.896551724137931,0.4482758620689655
slipper,0.8018,28,26,2,0.9285714285714286,0.4482758620689655
slipper,0.8088,27,25,2,0.9259259259259259,0.43103448275862066
slipper,0.8158,26,24,2,0.9230769230769231,0.41379310344827586
slipper,0.8227,25,24,1,0.96,0.41379310344827586
slipper,0.8297,24,23,1,0.9583333333333334,0.39655172413793105
slipper,0.8367,23,22,1,0.9565217391304348,0.3793103448275862
slipper,0.8436,22,22,0,1.0,0.3793103448275862
slipper,0.8506,21,21,0,1.0,0.3620689655172414
slipper,0.8576,20,20,0,1.0,0.3448275862068966
slipper,0.8645,19,19,0,1.0,0.3275862068965517
slipper,0.8715,18,18,0,1.0,0.3103448275862069
slipper,0.8785,17,17,0,1.0,0.29310344827586204
slipper,0.8855,16,16,0,1.0,0.27586206896551724
slipper,0.8924,15,15,0,1.0,0.25862068965517243
slipper,0.8994,14,14,0,1.0,0.2413793103448276
slipper,0.9064,13,13,0,1.0,0.22413793103448276
slipper,0.9133,12,12,0,1.0,0.20689655172413793
slipper,0.9203,11,11,0,1.0,0.1896551724137931
slipper,0.9273,10,10,0,1.0,0.1724137931034483
slipper,0.9342,9,9,0,1.0,0.15517241379310345
slipper,0.9412,8,8,0,1.0,0.13793103448275862
slipper,0.9482,7,7,0,1.0,0.1206896551724138
slipper,0.9552,6,6,0,1.0,0.10344827586206896
slipper,0.9621,5,5,0,1.0,0.08620689655172414
slipper,0.9691,4,4,0,1.0,0.06896551724137931
slipper,0.9761,3,3,0,1.0,0.05172413793103448
slipper,0.983,2,2,0,1.0,0.034482758620689655
slipper,0.99,1,1,0,1.0,0.017241379310344827
smoking,0.3,100,61,39,0.61,1.0
smoking,0.307,99,61,38,0.6161616161616161,1.0
smoking,0.3139,98,61,37,0.6224489795918368,1.0
smoking,0.3209,97,61,36,0.6288659793814433,1.0
smoking,0.3279,96,61,35,0.6354166666666666,1.0
smoking,0.3348,95,61,34,0.6421052631578947,1.0
smoking,0.3418,94,61,33,0.648936170212766,1.0
smoking,0.3488,93,60,33,0.6451612903225806,0.9836065573770492
smoking,0.3558,92,60,32,0.6521739130434783,0.9836065573770492
smoking,0.3627,91,60,31,0.6593406593406593,0.9836065573770492
smoking,0.3697,90,60,30,0.6666666666666666,0.9836065573770492
smoking,0.3767,89,60,29,0.6741573033707865,0.9836065573770492
smoking,0.3836,88,60,28,0.6818181818181818,0.9836065573770492
smoking,0.3906,87,60,27,0.6896551724137931,0.9836065573770492
smoking,0.3976,86,60,26,0.6976744186046512,0.9836065573770492
smoking,0.4045,85,59,26,0.6941176470588235,0.9672131147540983
smoking,0.4115,84,59,25,0.7023809523809523,0.9672131147540983
smoking,0.4185,83,59,24,0.7108433734939759,0.9672131147540983
smoking,0.4255,82,59,23,0.7195121951219512,0.9672131147540983
smoking,0.4324,81,59,22,0.7283950617283951,0.9672131147540983
smoking,0.4394,80,59,21,0.7375,0.9672131147540983
smoking,0.4464,79,59,20,0.7468354430379747,0.9672131147540983
smoking,0.4533,78,59,19,0.7564102564102564,0.9672131147540983
smoking,0.4603,77,58,19,0.7532467532467533,0.9508196721311475
smoking,0.4673,76,57,19,0.75,0.9344262295081968
smoking,0.4742,75,56,19,0.7466666666666667,0.9180327868852459
smoking,0.4812,74,56,18,0.7567567567567568,0.9180327868852459
smoking,0.4882,73,55,18,0.7534246575342466,0.9016393442622951
smoking,0.4952,72,54,18,0.75,0.8852459016393442
smoking,0.5021,71,54,17,0.7605633802816901,0.8852459016393442
smoking,0.5091,70,53,17,0.7571428571428571,0.8688524590163934
smoking,0.5161,69,52,17,0.7536231884057971,0.8524590163934426
smoking,0.523,68,52,16,0.7647058823529411,0.8524590163934426
smoking,0.53,67,51,16,0.7611940298507462,0.8360655737704918
smoking,0.537,66,50,16,0.7575757575757576,0.819672131147541
smoking,0.5439,65,50,15,0.7692307692307693,0.819672131147541
smoking,0.5509,64,49,15,0.765625,0.8032786885245902
smoking,0.5579,63,48,15,0.7619047619047619,0.7868852459016393
smoking,0.5648,62,48,14,0.7741935483870968,0.7868852459016393
smoking,0.5718,61,47,14,0.7704918032786885,0.7704918032786885
smoking,0.5788,60,46,14,0.7666666666666667,0.7540983606557377
smoking,0.5858,59,46,13,0.7796610169491526,0.7540983606557377
smoking,0.5927,58,45,13,0.7758620689655172,0.7377049180327869
smoking,0.5997,57,44,13,0.7719298245614035,0.7213114754098361
smoking,0.6067,56,44,12,0.7857142857142857,0.7213114754098361
smoking,0.6136,55,43,12,0.7818181818181819,0.7049180327868853
smoking,0.6206,54,42,12,0.7777777777777778,0.6885245901639344
smoking,0.6276,53,42,11,0.7924528301886793,0.6885245901639344
smoking,0.6345,52,41,11,0.7884615384615384,0.6721311475409836
smoking,0.6415,51,40,11,0.7843137254901961,0.6557377049180327
smoking,0.6485,50,40,10,0.8,0.6557377049180327
smoking,0.6555,49,39,10,0.7959183673469388,0.639344262295082
smoking,0.6624,48,38,10,0.7916666666666666,0.6229508196721312
smoking,0.6694,47,38,9,0.8085106382978723,0.6229508196721312
smoking,0.6764,46,37,9,0.8043478260869565,0.6065573770491803
smoking,0.6833,45,36,9,0.8,0.5901639344262295
smoking,0.6903,44,36,8,0.8181818181818182,0.5901639344262295
smoking,0.6973,43,35,8,0.813953488372093,0.5737704918032787
smoking,0.7042,42,34,8,0.8095238095238095,0.5573770491803278
smoking,0.7112,41,34,7,0.8292682926829268,0.5573770491803278
smoking,0.7182,40,33,7,0.825,0.5409836065573771
smoking,0.7252,39,32,7,0.8205128205128205,0.5245901639344263
smoking,0.7321,38,32,6,0.8421052631578947,0.5245901639344263
smoking,0.7391,37,31,6,0.8378378378378378,0.5081967213114754
smoking,0.7461,36,30,6,0.8333333333333334,0.4918032786885246
smoking,0.753,35,30,5,0.8571428571428571,0.4918032786885246
smoking,0.76,34,29,5,0.8529411764705882,0.47540983606557374
smoking,0.767,33,28,5,0.8484848484848485,0.45901639344262296
smoking,0.7739,32,28,4,0.875,0.45901639344262296
smoking,0.7809,31,27,4,0.8709677419354839,0.4426229508196721
smoking,0.7879,30,26,4,0.8666666666666667,0.4262295081967213
smoking,0.7948,29,26,3,0.896551724137931,0.4262295081967213
smoking,0.8018,28,25,3,0.8928571428571429,0.4098360655737705
smoking,0.8088,27,24,3,0.8888888888888888,0.39344262295081966
smoking,0.8158,26,24,2,0.9230769230769231,0.39344262295081966
smoking,0.8227,25,23,2,0.92,0.3770491803278688
smoking,0.8297,24,22,2,0.9166666666666666,0.36065573770491804
smoking,0.8367,23,22,1,0.9565217391304348,0.36065573770491804
smoking,0.8436,22,21,1,0.9545454545454546,0.3442622950819672
smoking,0.8506,21,20,1,0.9523809523809523,0.32786885245901637
smoking,0.8576,20,20,0,1.0,0.32786885245901637
smoking,0.8645,19,19,0,1.0,0.3114754098360656
smoking,0.8715,18,18,0,1.0,0.29508196721311475
smoking,0.8785,17,17,0,1.0,0.2786885245901639
smoking,0.8855,16,16,0,1.0,0.26229508196721313
smoking,0.8924,15,15,0,1.0,0.2459016393442623
smoking,0.8994,14,14,0,1.0,0.22950819672131148
smoking,0.9064,13,13,0,1.0,0.21311475409836064
smoking,0.9133,12,12,0,1.0,0.19672131147540983
smoking,0.9203,11,11,0,1.0,0.18032786885245902
smoking,0.9273,10,10,0,1.0,0.16393442622950818
smoking,0.9342,9,9,0,1.0,0.14754098360655737
smoking,0.9412,8,8,0,1.0,0.13114754098360656
smoking,0.9482,7,7,0,1.0,0.11475409836065574
smoking,0.9552,6,6,0,1.0,0.09836065573770492
smoking,0.9621,5,5,0,1.0,0.08196721311475409
smoking,0.9691,4,4,0,1.0,0.06557377049180328
smoking,0.9761,3,3,0,1.0,0.04918032786885246
smoking,0.983,2,2,0,1.0,0.03278688524590164
smoking,0.99,1,1,0,1.0,0.01639344262295082
tractor,0.3,100,70,30,0.7,1.0
tractor,0.307,99,70,29,0.7070707070707071,1.0
tractor,0.3139,98,70,28,0.7142857142857143,1.0
tractor,0.3209,97,69,28,0.711340206185567,0.9857142857142858
tractor,0.3279,96,69,27,0.71875,0.9857142857142858
tractor,0.3348,95,69,26,0.7263157894736842,0.9857142857142858
tractor,0.3418,94,69,25,0.7340425531914894,0.9857142857142858
tractor,0.3488,93,69,24,0.7419354838709677,0.9857142857142858
tractor,0.3558,92,69,23,0.75,0.9857142857142858
tractor,0.3627,91,69,22,0.7582417582417582,0.9857142857142858
tractor,0.3697,90,69,21,0.7666666666666667,0.9857142857142858
tractor,0.3767,89,68,21,0.7640449438202247,0.9714285714285714
tractor,0.3836,88,68,20,0.7727272727272727,0.9714285714285714
tractor,0.3906,87,68,19,0.7816091954022989,0.9714285714285714
tractor,0.3976,86,68,18,0.7906976744186046,0.9714285714285714
tractor,0.4045,85,68,17,0.8,0.9714285714285714
tractor,0.4115,84,68,16,0.8095238095238095,0.9714285714285714
tractor,0.4185,83,68,15,0.8192771084337349,0.9714285714285714
tractor,0.4255,82,68,14,0.8292682926829268,0.9714285714285714
tractor,0.4324,81,67,14,0.8271604938271605,0.9571428571428572
tractor,0.4394,80,67,13,0.8375,0.9571428571428572
tractor,0.4464,79,67,12,0.8481012658227848,0.9571428571428572
tractor,0.4533,78,67,11,0.8589743589743589,0.9571428571428572
tractor,0.4603,77,67,10,0.8701298701298701,0.9571428571428572
tractor,0.4673,76,67,9,0.881578947368421,0.9571428571428572
tractor,0.4742,75,67,8,0.8933333333333333,0.9571428571428572
tractor,0.4812,74,67,7,0.9054054054054054,0.9571428571428572
tractor,0.4882,73,66,7,0.9041095890410958,0.9428571428571428
tractor,0.4952,72,66,6,0.9166666666666666,0.9428571428571428
tractor,0.5021,71,65,6,0.9154929577464789,0.9285714285714286
tractor,0.5091,70,64,6,0.9142857142857143,0.9142857142857143
tractor,0.5161,69,63,6,0.9130434782608695,0.9
tractor,0.523,68,62,6,0.9117647058823529,0.8857142857142857
tractor,0.53,67,61,6,0.9104477611940298,0.8714285714285714
tractor,0.537,66,61,5,0.9242424242424242,0.8714285714285714
tractor,0.5439,65,60,5,0.9230769230769231,0.8571428571428571
tractor,0.5509,64,59,5,0.921875,0.8428571428571429
tractor,0.5579,63,58,5,0.9206349206349206,0.8285714285714286
tractor,0.5648,62,57,5,0.9193548387096774,0.8142857142857143
tractor,0.5718,61,56,5,0.9180327868852459,0.8
tractor,0.5788,60,56,4,0.9333333333333333,0.8
tractor,0.5858,59,55,4,0.9322033898305084,0.7857142857142857
tractor,0.5927,58,54,4,0.9310344827586207,0.7714285714285715
tractor,0.5997,57,53,4,0.9298245614035088,0.7571428571428571
tractor,0.6067,56,52,4,0.9285714285714286,0.7428571428571429
tractor,0.6136,55,51,4,0.9272727272727272,0.7285714285714285
tractor,0.6206,54,51,3,0.9444444444444444,0.7285714285714285
tractor,0.6276,53,50,3,0.9433962264150944,0.7142857142857143
tractor,0.6345,52,49,3,0.9423076923076923,0.7
tractor,0.6415,51,48,3,0.9411764705882353,0.6857142857142857
tractor,0.6485,50,47,3,0.94,0.6714285714285714
tractor,0.6555,49,46,3,0.9387755102040817,0.6571428571428571
tractor,0.6624,48,46,2,0.9583333333333334,0.6571428571428571
tractor,0.6694,47,45,2,0.9574468085106383,0.6428571428571429
tractor,0.6764,46,44,2,0.9565217391304348,0.6285714285714286
tractor,0.6833,45,43,2,0.9555555555555556,0.6142857142857143
tractor,0.6903,44,42,2,0.9545454545454546,0.6
tractor,0.6973,43,41,2,0.9534883720930233,0.5857142857142857
tractor,0.7042,42,41,1,0.9761904761904762,0.5857142857142857
tractor,0.7112,41,40,1,0.975609756097561,0.5714285714285714
tractor,0.7182,40,39,1,0.975,0.5571428571428572
tractor,0.7252,39,38,1,0.9743589743589743,0.5428571428571428
tractor,0.7321,38,37,1,0.9736842105263158,0.5285714285714286
tractor,0.7391,37,36,1,0.972972972972973,0.5142857142857142
tractor,0.7461,36,36,0,1.0,0.5142857142857142
tractor,0.753,35,35,0,1.0,0.5
tractor,0.76,34,34,0,1.0,0.4857142857142857
tractor,0.767,33,33,0,1.0,0.4714285714285714
tractor,0.7739,32,32,0,1.0,0.45714285714285713
tractor,0.7809,31,31,0,1.0,0.44285714285714284
